rung,model,harness,case,tier,correct,correct_rate,closeness_det,waste,prompt_tok,completion_tok,steps,hard_fail,total_s,err
2,glm-5.3-flash,fella,fqa-read-avg-rating,num-avg,1,1.0,0.8,0,3770,124,1,0,2.132,
2,glm-5.3-flash,fella,fqa-read-finished-count,bool-filter,1,1.0,0.8,0,3717,94,1,0,2.011,
2,glm-5.3-flash,fella,fqa-read-finished-pages,num-aggregate,1,1.0,0.8,0,3756,119,1,0,6.95,
2,glm-5.3-flash,fella,fqa-read-genres,distinct-count,1,1.0,0.8,0,4281,99,1,0,2.264,
2,glm-5.3-flash,fella,fqa-read-longest,text-max,1,1.0,0.8,0,3755,146,1,0,2.41,
2,glm-5.3-flash,fella,fqa-read-rated5,num-filter,1,1.0,0.65,0,3611,86,1,1,3.65,
2,glm-5.3-flash,fella,fqa-read-top-genre-pages,cat-groupby,0,0.3333,0.8,0,3812,82,1,0,4.25,
2,glm-5.3-flash,fella,fqa-read-unfinished,text-list,1,1.0,0.8,0,3739,154,1,0,2.387,
2,glm-5.3-flash,fella,fqa-refusal,refusal,0,0.3333,0.8,0,3084,443,0,0,10.709,
2,glm-5.3-flash,fella,fqa-screen-days-over-150,num-filter,1,1.0,0.65,0,3445,113,1,1,2.915,
2,glm-5.3-flash,fella,fqa-screen-second-app,cat-rank,1,1.0,0.8,0,3997,140,1,0,3.312,
2,glm-5.3-flash,fella,fqa-screen-top-app,cat-groupby,1,1.0,0.8,0,3584,125,1,0,2.31,
2,glm-5.3-flash,fella,fqa-screen-total,num-aggregate,1,1.0,0.8,0,3519,92,1,0,4.984,
2,glm-5.3-flash,fella,fqa-sleep-at-least-8,num-filter,1,1.0,0.8,0,3542,101,1,0,2.383,
2,glm-5.3-flash,fella,fqa-sleep-avg-hours,num-avg,1,1.0,0.65,0,3522,86,1,1,5.385,
2,glm-5.3-flash,fella,fqa-subs-active-cost,num-filter,1,1.0,0.8,0,3563,120,1,0,2.04,
2,glm-5.3-flash,fella,fqa-subs-cheapest,text-min,1,1.0,0.75,0,3939,134,1,0,1.76,
2,glm-5.3-flash,fella,fqa-subs-inactive-count,num-filter,1,1.0,0.8,0,3528,88,1,0,2.269,
2,glm-5.3-flash,fella,fqa-subs-top-category,cat-groupby,1,1.0,0.8,0,3630,147,1,0,2.638,
2,glm-5.3-flash,fella,fqa-trip-avg-nights,num-avg,1,1.0,0.8,0,3541,112,1,0,1.784,
2,glm-5.3-flash,fella,fqa-trip-countries,distinct-count,1,1.0,0.8,0,3523,121,1,0,2.605,
2,glm-5.3-flash,fella,fqa-trip-leisure-nights,cat-filter,1,1.0,0.8,0,3552,64,1,0,11.091,
2,glm-5.3-flash,fella,fqa-trip-longest,text-max,1,1.0,0.8,0,3910,130,1,0,2.488,
2,glm-5.3-flash,fella,fqa-trip-total-nights,num-aggregate,1,1.0,0.8,0,3533,96,1,0,1.858,
2,glm-5.3-flash,fella,fqa-xf-contacts-nights,mf-join-aggregate,1,1.0,0.8,0,4313,474,1,0,10.328,
2,glm-5.3-flash,fella,fqa-xf-contacts-visited,mf-join-filter,1,1.0,0.8,0,3924,289,1,0,4.524,
2,glm-5.3-flash,fella,fqa-xf-dining-cap-months,mf-doc-join,1,1.0,0.8,0,4013,255,1,0,7.279,
2,glm-5.3-flash,fella,fqa-xf-lease-vs-spend,mf-doc-join,1,1.0,0.7167,0,4494,435,1,1,4.82,
2,glm-5.3-flash,fella,fqa-xf-nationality-pages,mf-join-groupby,1,1.0,0.8,0,4051,138,1,0,2.349,
2,glm-5.3-flash,fella,fqa-xf-run-goal,mf-doc-join,1,1.0,0.7,0,3659,189,1,1,2.976,
2,glm-5.3-flash,fella,fqa-xf-sleep-screen,mf-join-aggregate,1,1.0,0.65,0,3920,219,1,1,4.457,
3,nemotron-3.5-lightning,bare,fqa-contacts-close-count,cat-filter,1,1.0,0.71,0,363,2,0,0,1.354,
3,nemotron-3.5-lightning,bare,fqa-contacts-countries,distinct-count,1,1.0,0.71,0,1449,620,0,0,1.718,
3,nemotron-3.5-lightning,bare,fqa-contacts-out-of-touch,text-max,1,1.0,0.8,0,360,444,0,0,1.388,
3,nemotron-3.5-lightning,bare,fqa-fin-avg-month-2024,num-avg,0,0.0,0.3,0,3796,1024,0,0,3.013,
3,nemotron-3.5-lightning,bare,fqa-fin-groceries-delta,num-multistep,0,0.0,0.3,0,2712,1024,0,0,3.112,
3,nemotron-3.5-lightning,bare,fqa-fin-peak-month-2024,temporal-max,0,0.0,0.8,0,3847,1024,0,0,3.002,
3,nemotron-3.5-lightning,bare,fqa-fin-q1-2024,num-filter,0,0.0,0.3,0,2710,1024,0,0,3.435,
3,nemotron-3.5-lightning,bare,fqa-fin-rent-2024,num-filter,0,0.0,0.3,0,2702,1024,0,0,2.99,
3,nemotron-3.5-lightning,bare,fqa-fin-second-cat,cat-rank,0,0.0,0.8,0,2703,1024,0,0,3.082,
3,nemotron-3.5-lightning,bare,fqa-fin-top-cat,cat-groupby,0,0.0,0.8,0,2700,1024,0,0,2.931,
3,nemotron-3.5-lightning,bare,fqa-fin-total-2024,num-aggregate,0,0.0,0.1,0,2702,347,0,0,2.0,
3,nemotron-3.5-lightning,bare,fqa-fin-yoy,num-multistep,0,0.0,0.3,0,2715,1024,0,0,2.882,
3,nemotron-3.5-lightning,bare,fqa-fit-avg-session,num-avg,0,0.0,0.3,0,1962,1024,0,0,3.534,
3,nemotron-3.5-lightning,bare,fqa-fit-distinct-activities,distinct-count,0,0.0,0.3,0,1961,1024,0,0,3.783,
3,nemotron-3.5-lightning,bare,fqa-fit-longest,num-max,0,0.0,0.3,0,1959,1024,0,0,3.004,
3,nemotron-3.5-lightning,bare,fqa-fit-run-count,num-filter,0,0.0,0.3,0,1958,1024,0,0,3.042,
3,nemotron-3.5-lightning,bare,fqa-fit-run-km,num-filter,0,0.0,0.3,0,1958,1024,0,0,2.849,
3,nemotron-3.5-lightning,bare,fqa-fit-top-activity,cat-groupby,0,0.0,0.8,0,1959,1024,0,0,2.674,
3,nemotron-3.5-lightning,bare,fqa-fit-total-distance,num-aggregate,0,0.0,0.3,0,3054,1024,0,0,3.855,
3,nemotron-3.5-lightning,bare,fqa-fit-total-min,num-aggregate,0,0.0,0.3,0,1959,1024,0,0,2.631,
3,nemotron-3.5-lightning,bare,fqa-goals-most-behind,text-lookup,1,1.0,0.8,0,204,273,0,0,0.882,
3,nemotron-3.5-lightning,bare,fqa-jrnl-apr19,text-lookup,1,1.0,0.8,0,290,403,0,0,1.199,
3,nemotron-3.5-lightning,bare,fqa-jrnl-entries,text-count,1,1.0,0.71,0,1367,210,0,0,1.062,
3,nemotron-3.5-lightning,bare,fqa-jrnl-kyoto,text-search,1,1.0,0.8,0,281,420,0,0,2.607,
3,nemotron-3.5-lightning,bare,fqa-jrnl-stressed,text-count,1,1.0,0.71,0,283,115,0,0,1.53,
3,nemotron-3.5-lightning,bare,fqa-mf-most-over-budget,mf-join-compare,0,0.0,0.8,0,2784,1024,0,0,2.698,
3,nemotron-3.5-lightning,bare,fqa-mf-pages-british,mf-join-aggregate,0,0.3333,0.2367,0,438,309,0,0,1.655,
3,nemotron-3.5-lightning,bare,fqa-mf-rent-vs-budget,mf-join-compare,0,0.0,0.3,0,2771,1024,0,0,2.872,
3,nemotron-3.5-lightning,bare,fqa-mf-run-days-minutes,mf-doc-join,0,0.0,0.3,0,2169,1024,0,0,2.635,
3,nemotron-3.5-lightning,bare,fqa-notool,no-tool,1,1.0,0.8,0,84,316,0,0,2.25,
3,nemotron-3.5-lightning,bare,fqa-pdf-deposit,text-lookup,1,0.6667,0.5733,0,605,345,0,0,2.187,
3,nemotron-3.5-lightning,bare,fqa-pdf-parking,text-lookup,1,1.0,0.71,0,1696,355,0,0,1.297,
3,nemotron-3.5-lightning,bare,fqa-pdf-rent,text-lookup,1,1.0,0.71,0,604,315,0,0,2.119,
3,nemotron-3.5-lightning,bare,fqa-read-avg-rating,num-avg,0,0.3333,0.71,0,354,4,0,0,1.686,
3,nemotron-3.5-lightning,bare,fqa-read-finished-count,bool-filter,0,0.3333,0.2367,0,349,194,0,0,1.453,
3,nemotron-3.5-lightning,bare,fqa-read-finished-pages,num-aggregate,1,1.0,0.71,0,356,785,0,0,2.132,
3,nemotron-3.5-lightning,bare,fqa-read-genres,distinct-count,0,0.0,0.0,0,1513,2,0,0,1.566,
3,nemotron-3.5-lightning,bare,fqa-read-longest,text-max,1,1.0,0.71,0,355,258,0,0,1.691,
3,nemotron-3.5-lightning,bare,fqa-read-rated5,num-filter,1,0.6667,0.4733,0,351,230,0,0,1.574,
3,nemotron-3.5-lightning,bare,fqa-read-top-genre-pages,cat-groupby,1,0.6667,0.8,0,358,859,0,0,2.356,
3,nemotron-3.5-lightning,bare,fqa-read-unfinished,text-list,1,1.0,0.8,0,353,606,0,0,2.248,
3,nemotron-3.5-lightning,bare,fqa-refusal,refusal,0,0.0,0.77,0,357,683,0,0,2.294,
3,nemotron-3.5-lightning,bare,fqa-screen-days-over-150,num-filter,0,0.0,0.0,0,6299,3,0,0,0.837,
3,nemotron-3.5-lightning,bare,fqa-screen-second-app,cat-rank,0,0.3333,0.74,0,7380,11,0,0,1.171,
3,nemotron-3.5-lightning,bare,fqa-screen-top-app,cat-groupby,1,1.0,0.71,0,6289,6,0,0,2.273,
3,nemotron-3.5-lightning,bare,fqa-screen-total,num-aggregate,0,0.0,0.1,0,6291,344,0,0,1.969,
3,nemotron-3.5-lightning,bare,fqa-sleep-at-least-8,num-filter,0,0.0,0.3,0,1835,1024,0,0,2.649,
3,nemotron-3.5-lightning,bare,fqa-sleep-avg-hours,num-avg,0,0.3333,0.5733,0,1834,344,0,0,2.343,
3,nemotron-3.5-lightning,bare,fqa-subs-active-cost,num-filter,0,0.0,0.2,0,108,542,0,0,2.482,
3,nemotron-3.5-lightning,bare,fqa-subs-cheapest,text-min,0,0.0,0.8,0,1193,738,0,0,2.206,
3,nemotron-3.5-lightning,bare,fqa-subs-inactive-count,num-filter,0,0.0,0.2,0,104,519,0,0,2.183,
3,nemotron-3.5-lightning,bare,fqa-subs-top-category,cat-groupby,1,0.6667,0.8,0,112,222,0,0,2.354,
3,nemotron-3.5-lightning,bare,fqa-trip-avg-nights,num-avg,1,0.6667,0.5733,0,178,354,0,0,2.742,
3,nemotron-3.5-lightning,bare,fqa-trip-countries,distinct-count,1,1.0,0.71,0,174,389,0,0,1.101,
3,nemotron-3.5-lightning,bare,fqa-trip-leisure-nights,cat-filter,1,0.6667,0.4733,0,179,252,0,0,1.296,
3,nemotron-3.5-lightning,bare,fqa-trip-longest,text-max,1,0.6667,0.77,0,1261,566,0,0,2.822,
3,nemotron-3.5-lightning,bare,fqa-trip-total-nights,num-aggregate,1,0.6667,0.4733,0,176,249,0,0,1.269,
3,nemotron-3.5-lightning,bare,fqa-xf-contacts-nights,mf-join-aggregate,0,0.0,0.1,0,1562,343,0,0,2.276,
3,nemotron-3.5-lightning,bare,fqa-xf-contacts-visited,mf-join-filter,1,0.6667,0.8,0,460,670,0,0,3.804,
3,nemotron-3.5-lightning,bare,fqa-xf-dining-cap-months,mf-doc-join,0,0.0,0.0,0,2837,2,0,0,1.741,
3,nemotron-3.5-lightning,bare,fqa-xf-lease-vs-spend,mf-doc-join,0,0.0,0.1,0,3257,347,0,0,1.698,
3,nemotron-3.5-lightning,bare,fqa-xf-nationality-pages,mf-join-groupby,1,1.0,0.71,0,434,7,0,0,1.244,
3,nemotron-3.5-lightning,bare,fqa-xf-run-goal,mf-doc-join,0,0.0,0.2,0,2088,684,0,0,3.534,
3,nemotron-3.5-lightning,bare,fqa-xf-sleep-screen,mf-join-aggregate,0,0.0,0.2,0,8055,684,0,0,2.716,
4,gemma4:31b,bare,fqa-contacts-close-count,cat-filter,1,1.0,0.71,0,401,2,0,0,0.388,
4,gemma4:31b,bare,fqa-contacts-countries,distinct-count,1,1.0,0.71,0,1493,2,0,0,0.423,
4,gemma4:31b,bare,fqa-contacts-out-of-touch,text-max,1,1.0,0.8,0,398,3,0,0,0.364,
4,gemma4:31b,bare,fqa-fin-avg-month-2024,num-avg,0,0.0,0.0,0,3759,8,0,0,0.48,
4,gemma4:31b,bare,fqa-fin-groceries-delta,num-multistep,0,0.0,0.0,0,2669,8,0,0,0.394,
4,gemma4:31b,bare,fqa-fin-peak-month-2024,temporal-max,1,1.0,0.71,0,3809,11,0,0,0.796,
4,gemma4:31b,bare,fqa-fin-q1-2024,num-filter,0,0.0,0.0,0,2667,8,0,0,0.441,
4,gemma4:31b,bare,fqa-fin-rent-2024,num-filter,0,0.0,0.0,0,2659,9,0,0,0.41,
4,gemma4:31b,bare,fqa-fin-second-cat,cat-rank,1,1.0,0.8,0,2659,3,0,0,0.352,
4,gemma4:31b,bare,fqa-fin-top-cat,cat-groupby,1,1.0,0.8,0,2657,2,0,0,0.39,
4,gemma4:31b,bare,fqa-fin-total-2024,num-aggregate,0,0.3333,0.2367,0,2659,9,0,0,0.476,
4,gemma4:31b,bare,fqa-fin-yoy,num-multistep,0,0.0,0.0,0,2672,11,0,0,0.45,
4,gemma4:31b,bare,fqa-fit-avg-session,num-avg,0,0.0,0.0,0,1949,6,0,0,0.421,
4,gemma4:31b,bare,fqa-fit-distinct-activities,distinct-count,0,0.0,0.0,0,1949,2,0,0,0.522,
4,gemma4:31b,bare,fqa-fit-longest,num-max,1,1.0,0.71,0,1947,3,0,0,0.47,
4,gemma4:31b,bare,fqa-fit-run-count,num-filter,0,0.0,0.0,0,1946,3,0,0,0.598,
4,gemma4:31b,bare,fqa-fit-run-km,num-filter,0,0.0,0.0,0,1946,6,0,0,0.372,
4,gemma4:31b,bare,fqa-fit-top-activity,cat-groupby,1,1.0,0.8,0,1947,2,0,0,0.382,
4,gemma4:31b,bare,fqa-fit-total-distance,num-aggregate,0,0.0,0.0,0,3048,6,0,0,0.43,
4,gemma4:31b,bare,fqa-fit-total-min,num-aggregate,0,0.0,0.0,0,1947,5,0,0,0.49,
4,gemma4:31b,bare,fqa-goals-most-behind,text-lookup,1,1.0,0.8,0,213,2,0,0,0.459,
4,gemma4:31b,bare,fqa-jrnl-apr19,text-lookup,1,1.0,0.8,0,298,17,0,0,0.452,
4,gemma4:31b,bare,fqa-jrnl-entries,text-count,1,1.0,0.71,0,1381,2,0,0,0.395,
4,gemma4:31b,bare,fqa-jrnl-kyoto,text-search,1,1.0,0.8,0,289,2,0,0,0.418,
4,gemma4:31b,bare,fqa-jrnl-stressed,text-count,1,1.0,0.71,0,291,2,0,0,0.469,
4,gemma4:31b,bare,fqa-mf-most-over-budget,mf-join-compare,0,0.0,0.8,0,2742,3,0,0,0.573,
4,gemma4:31b,bare,fqa-mf-pages-british,mf-join-aggregate,0,0.0,0.0,0,435,4,0,0,1.19,
4,gemma4:31b,bare,fqa-mf-rent-vs-budget,mf-join-compare,0,0.0,0.0,0,2729,11,0,0,0.556,
4,gemma4:31b,bare,fqa-mf-run-days-minutes,mf-doc-join,0,0.0,0.0,0,2163,4,0,0,0.467,
4,gemma4:31b,bare,fqa-notool,no-tool,1,1.0,0.8,0,86,10,0,0,0.375,
4,gemma4:31b,bare,fqa-pdf-deposit,text-lookup,1,1.0,0.71,0,603,6,0,0,0.379,
4,gemma4:31b,bare,fqa-pdf-parking,text-lookup,1,1.0,0.71,0,1700,3,0,0,0.466,
4,gemma4:31b,bare,fqa-pdf-rent,text-lookup,1,1.0,0.71,0,602,6,0,0,0.778,
4,gemma4:31b,bare,fqa-read-avg-rating,num-avg,1,1.0,0.71,0,355,4,0,0,0.371,
4,gemma4:31b,bare,fqa-read-finished-count,bool-filter,1,1.0,0.71,0,349,2,0,0,0.352,
4,gemma4:31b,bare,fqa-read-finished-pages,num-aggregate,0,0.0,0.0,0,356,5,0,0,0.386,
4,gemma4:31b,bare,fqa-read-genres,distinct-count,1,1.0,0.71,0,1514,2,0,0,0.388,
4,gemma4:31b,bare,fqa-read-longest,text-max,1,1.0,0.8,0,355,6,0,0,0.424,
4,gemma4:31b,bare,fqa-read-rated5,num-filter,1,1.0,0.71,0,351,2,0,0,0.582,
4,gemma4:31b,bare,fqa-read-top-genre-pages,cat-groupby,0,0.0,0.8,0,358,3,0,0,0.428,
4,gemma4:31b,bare,fqa-read-unfinished,text-list,1,1.0,0.8,0,353,13,0,0,0.424,
4,gemma4:31b,bare,fqa-refusal,refusal,1,1.0,0.8,0,357,9,0,0,0.403,
4,gemma4:31b,bare,fqa-screen-days-over-150,num-filter,0,0.0,0.0,0,6245,3,0,0,0.372,
4,gemma4:31b,bare,fqa-screen-second-app,cat-rank,1,1.0,0.8,0,7333,2,0,0,0.487,
4,gemma4:31b,bare,fqa-screen-top-app,cat-groupby,1,1.0,0.8,0,6235,2,0,0,0.476,
4,gemma4:31b,bare,fqa-screen-total,num-aggregate,0,0.0,0.0,0,6237,6,0,0,0.662,
4,gemma4:31b,bare,fqa-sleep-at-least-8,num-filter,0,0.0,0.0,0,1900,3,0,0,0.373,
4,gemma4:31b,bare,fqa-sleep-avg-hours,num-avg,0,0.0,0.71,0,1898,5,0,0,0.435,
4,gemma4:31b,bare,fqa-subs-active-cost,num-filter,0,0.0,0.3,0,112,9,0,0,0.451,
4,gemma4:31b,bare,fqa-subs-cheapest,text-min,0,0.0,0.8,0,1202,9,0,0,0.439,
4,gemma4:31b,bare,fqa-subs-inactive-count,num-filter,0,0.0,0.3,0,108,8,0,0,0.493,
4,gemma4:31b,bare,fqa-subs-top-category,cat-groupby,0,0.0,0.8,0,116,8,0,0,0.424,
4,gemma4:31b,bare,fqa-trip-avg-nights,num-avg,1,1.0,0.71,0,180,5,0,0,0.492,
4,gemma4:31b,bare,fqa-trip-countries,distinct-count,1,1.0,0.71,0,176,2,0,0,0.363,
4,gemma4:31b,bare,fqa-trip-leisure-nights,cat-filter,1,1.0,0.71,0,181,3,0,0,0.333,
4,gemma4:31b,bare,fqa-trip-longest,text-max,1,1.0,0.8,0,1269,5,0,0,0.389,
4,gemma4:31b,bare,fqa-trip-total-nights,num-aggregate,1,1.0,0.71,0,178,3,0,0,0.348,
4,gemma4:31b,bare,fqa-xf-contacts-nights,mf-join-aggregate,0,0.0,0.0,0,1608,3,0,0,0.481,
4,gemma4:31b,bare,fqa-xf-contacts-visited,mf-join-filter,1,1.0,0.8,0,500,10,0,0,0.363,
4,gemma4:31b,bare,fqa-xf-dining-cap-months,mf-doc-join,1,1.0,0.71,0,2805,3,0,0,0.376,
4,gemma4:31b,bare,fqa-xf-lease-vs-spend,mf-doc-join,0,0.0,0.0,0,3211,9,0,0,0.482,
4,gemma4:31b,bare,fqa-xf-nationality-pages,mf-join-groupby,1,1.0,0.8,0,431,2,0,0,0.75,
4,gemma4:31b,bare,fqa-xf-run-goal,mf-doc-join,0,0.0,0.0,0,2084,6,0,0,0.399,
4,gemma4:31b,bare,fqa-xf-sleep-screen,mf-join-aggregate,0,0.0,0.0,0,8066,7,0,0,0.522,
4,gemma4:31b,fella,fqa-contacts-close-count,cat-filter,1,1.0,0.8,0,3365,66,1,0,3.542,
4,gemma4:31b,fella,fqa-contacts-countries,distinct-count,1,1.0,0.8,0,3783,60,1,0,3.514,
4,gemma4:31b,fella,fqa-contacts-out-of-touch,text-max,1,1.0,0.8,0,3429,101,1,0,1.23,
4,gemma4:31b,fella,fqa-fin-avg-month-2024,num-avg,1,1.0,0.8,0,3840,114,1,0,1.173,
4,gemma4:31b,fella,fqa-fin-groceries-delta,num-multistep,1,1.0,0.74,0,3337,132,1,1,1.256,
4,gemma4:31b,fella,fqa-fin-peak-month-2024,temporal-max,1,1.0,0.74,0,4112,129,1,0,1.215,
4,gemma4:31b,fella,fqa-fin-q1-2024,num-filter,1,1.0,0.8,0,3515,110,1,0,1.363,
4,gemma4:31b,fella,fqa-fin-rent-2024,num-filter,1,1.0,0.8,0,3482,107,1,0,1.13,
4,gemma4:31b,fella,fqa-fin-second-cat,cat-rank,1,1.0,0.8,0,3444,100,1,0,1.164,
4,gemma4:31b,fella,fqa-fin-top-cat,cat-groupby,1,1.0,0.8,0,3427,95,1,0,1.16,
4,gemma4:31b,fella,fqa-fin-total-2024,num-aggregate,1,1.0,0.8,0,3437,90,1,0,1.516,
4,gemma4:31b,fella,fqa-fin-yoy,num-multistep,1,1.0,0.7,0,3320,101,1,1,3.835,
4,gemma4:31b,fella,fqa-fit-avg-session,num-avg,1,1.0,0.8,0,3416,62,1,0,1.005,
4,gemma4:31b,fella,fqa-fit-distinct-activities,distinct-count,1,1.0,0.8,0,3417,66,1,0,1.285,
4,gemma4:31b,fella,fqa-fit-longest,num-max,1,1.0,0.725,0,3451,89,1,0,1.292,
4,gemma4:31b,fella,fqa-fit-run-count,num-filter,1,1.0,0.8,0,3405,68,1,0,1.224,
4,gemma4:31b,fella,fqa-fit-run-km,num-filter,1,1.0,0.8,0,3437,76,1,0,3.803,
4,gemma4:31b,fella,fqa-fit-top-activity,cat-groupby,1,1.0,0.8,0,3458,93,1,0,1.371,
4,gemma4:31b,fella,fqa-fit-total-distance,num-aggregate,1,1.0,0.8,0,3971,89,1,0,1.183,
4,gemma4:31b,fella,fqa-fit-total-min,num-aggregate,1,1.0,0.8,0,3397,64,1,0,1.319,
4,gemma4:31b,fella,fqa-goals-most-behind,text-lookup,1,1.0,0.8,0,3154,61,1,0,1.034,
4,gemma4:31b,fella,fqa-jrnl-apr19,text-lookup,1,1.0,0.6,0,3120,101,1,0,1.225,
4,gemma4:31b,fella,fqa-jrnl-entries,text-count,1,1.0,0.8,0,3645,55,1,0,1.111,
4,gemma4:31b,fella,fqa-jrnl-kyoto,text-search,1,1.0,0.65,0,3112,83,1,0,1.132,
4,gemma4:31b,fella,fqa-jrnl-stressed,text-count,1,1.0,0.8,0,4279,77,1,0,1.326,
4,gemma4:31b,fella,fqa-mf-most-over-budget,mf-join-compare,1,1.0,0.8,0,3901,166,1,0,1.37,
4,gemma4:31b,fella,fqa-mf-pages-british,mf-join-aggregate,1,1.0,0.8,0,3869,93,1,0,1.092,
4,gemma4:31b,fella,fqa-mf-rent-vs-budget,mf-join-compare,1,1.0,0.8,0,3885,157,1,0,1.5,
4,gemma4:31b,fella,fqa-mf-run-days-minutes,mf-doc-join,1,1.0,0.8,0,5769,132,2,0,2.34,
4,gemma4:31b,fella,fqa-notool,no-tool,1,1.0,0.8,0,1462,42,0,0,0.86,
4,gemma4:31b,fella,fqa-pdf-deposit,text-lookup,1,1.0,0.8,0,3122,58,1,0,3.413,
4,gemma4:31b,fella,fqa-pdf-parking,text-lookup,1,1.0,0.8,0,3553,60,1,0,1.071,
4,gemma4:31b,fella,fqa-pdf-rent,text-lookup,1,1.0,0.8,0,3120,58,1,0,0.918,
4,gemma4:31b,fella,fqa-read-avg-rating,num-avg,1,1.0,0.8,0,3601,77,1,0,1.331,
4,gemma4:31b,fella,fqa-read-finished-count,bool-filter,1,1.0,0.8,0,3551,62,1,0,1.056,
4,gemma4:31b,fella,fqa-read-finished-pages,num-aggregate,1,1.0,0.8,0,3603,81,1,0,3.645,
4,gemma4:31b,fella,fqa-read-genres,distinct-count,1,1.0,0.8,0,4172,65,1,0,1.191,
4,gemma4:31b,fella,fqa-read-longest,text-max,1,1.0,0.8,0,3591,79,1,0,1.286,
4,gemma4:31b,fella,fqa-read-rated5,num-filter,1,1.0,0.65,0,3427,63,1,1,3.497,
4,gemma4:31b,fella,fqa-read-top-genre-pages,cat-groupby,1,1.0,0.8,0,3661,100,1,0,1.168,
4,gemma4:31b,fella,fqa-read-unfinished,text-list,1,1.0,0.8,0,3578,80,1,0,1.136,
4,gemma4:31b,fella,fqa-refusal,refusal,1,1.0,0.8,0,1776,28,0,0,0.618,
4,gemma4:31b,fella,fqa-screen-days-over-150,num-filter,1,1.0,0.65,0,3275,99,1,1,3.558,
4,gemma4:31b,fella,fqa-screen-second-app,cat-rank,1,1.0,0.8,0,3939,100,1,0,1.196,
4,gemma4:31b,fella,fqa-screen-top-app,cat-groupby,1,1.0,0.8,0,3411,98,1,0,1.301,
4,gemma4:31b,fella,fqa-screen-total,num-aggregate,1,1.0,0.8,0,3366,74,1,0,3.737,
4,gemma4:31b,fella,fqa-sleep-at-least-8,num-filter,1,1.0,0.8,0,3362,72,1,0,1.072,
4,gemma4:31b,fella,fqa-sleep-avg-hours,num-avg,1,1.0,0.8,0,3353,62,1,0,3.496,
4,gemma4:31b,fella,fqa-subs-active-cost,num-filter,1,1.0,0.8,0,3397,77,1,0,1.025,
4,gemma4:31b,fella,fqa-subs-cheapest,text-min,1,1.0,0.8,0,3825,84,1,0,3.59,
4,gemma4:31b,fella,fqa-subs-inactive-count,num-filter,1,1.0,0.8,0,3347,61,1,0,1.01,
4,gemma4:31b,fella,fqa-subs-top-category,cat-groupby,1,1.0,0.8,0,3458,102,1,0,1.248,
4,gemma4:31b,fella,fqa-trip-avg-nights,num-avg,1,1.0,0.8,0,3337,62,1,0,3.719,
4,gemma4:31b,fella,fqa-trip-countries,distinct-count,1,1.0,0.8,0,3318,63,1,0,1.21,
4,gemma4:31b,fella,fqa-trip-leisure-nights,cat-filter,1,1.0,0.8,0,3365,73,1,0,1.101,
4,gemma4:31b,fella,fqa-trip-longest,text-max,1,1.0,0.8,0,3764,73,1,0,1.305,
4,gemma4:31b,fella,fqa-trip-total-nights,num-aggregate,1,1.0,0.8,0,3329,68,1,0,1.322,
4,gemma4:31b,fella,fqa-xf-contacts-nights,mf-join-aggregate,1,1.0,0.8,0,4160,88,1,0,3.715,
4,gemma4:31b,fella,fqa-xf-contacts-visited,mf-join-filter,1,1.0,0.8,0,3771,115,1,0,1.535,
4,gemma4:31b,fella,fqa-xf-dining-cap-months,mf-doc-join,1,1.0,0.8,0,6073,165,2,0,1.699,
4,gemma4:31b,fella,fqa-xf-lease-vs-spend,mf-doc-join,1,1.0,0.7,0,5300,180,2,1,1.853,
4,gemma4:31b,fella,fqa-xf-nationality-pages,mf-join-groupby,1,1.0,0.8,0,3887,108,1,0,1.429,
4,gemma4:31b,fella,fqa-xf-run-goal,mf-doc-join,1,1.0,0.65,0,5258,140,2,1,1.774,
4,gemma4:31b,fella,fqa-xf-sleep-screen,mf-join-aggregate,1,1.0,0.8,0,3832,130,1,0,1.241,
5,gpt-5.6-luna,bare,fqa-contacts-close-count,cat-filter,1,1.0,0.71,0,333,5,0,0,2.139,
5,gpt-5.6-luna,bare,fqa-contacts-countries,distinct-count,1,1.0,0.71,0,1112,5,0,0,3.313,
5,gpt-5.6-luna,bare,fqa-contacts-out-of-touch,text-max,1,1.0,0.8,0,330,6,0,0,1.132,
5,gpt-5.6-luna,bare,fqa-fin-avg-month-2024,num-avg,0,0.0,0.1,0,1658,6,0,0,8.804,
5,gpt-5.6-luna,bare,fqa-fin-groceries-delta,num-multistep,0,0.0,0.0,0,1708,11,0,0,3.292,
5,gpt-5.6-luna,bare,fqa-fin-peak-month-2024,temporal-max,1,1.0,0.71,0,2521,8,0,0,2.502,
5,gpt-5.6-luna,bare,fqa-fin-q1-2024,num-filter,0,0.0,0.0,0,1708,10,0,0,2.286,
5,gpt-5.6-luna,bare,fqa-fin-rent-2024,num-filter,0,0.0,0.0,0,1700,9,0,0,1.048,
5,gpt-5.6-luna,bare,fqa-fin-second-cat,cat-rank,1,1.0,0.8,0,1702,6,0,0,2.397,
5,gpt-5.6-luna,bare,fqa-fin-top-cat,cat-groupby,1,1.0,0.8,0,1700,5,0,0,0.797,
5,gpt-5.6-luna,bare,fqa-fin-total-2024,num-aggregate,0,0.0,0.0,0,1700,10,0,0,0.819,
5,gpt-5.6-luna,bare,fqa-fin-yoy,num-multistep,0,0.0,0.0,0,1711,19,0,0,1.263,
